2025-07-17 08:21:00 | INFO     | TalkyBot        | ============================================================
2025-07-17 08:26:21 | INFO     | TalkyBot.VAD    | VAD Thread started
2025-07-17 08:26:21 | INFO     | TalkyBot.MAIN   | All threads started successfully!
2025-07-17 08:26:21 | INFO     | TalkyBot.MAIN   | System ready - Say 'Alexa' to wake up
2025-07-17 08:26:21 | INFO     | TalkyBot.MAIN   | Sleep commands: bye bye, goodbye, go to sleep, etc.
2025-07-17 08:39:20 | INFO     | TalkyBot.WAKE   | Wake word 'alexa_v0.1' detected! (score: 0.841)
2025-07-17 08:39:20 | INFO     | TalkyBot.MAIN   | State: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 0.841))
2025-07-17 08:39:20 | INFO     | TalkyBot        | STATE: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 0.841))
2025-07-17 08:39:24 | DEBUG    | TalkyBot.MAIN   | System status: LISTENING (active for 4.2s)
2025-07-17 08:39:35 | INFO     | TalkyBot.MAIN   | State: LISTENING → STANDBY (Timeout after 15.2s)
2025-07-17 08:39:35 | INFO     | TalkyBot        | STATE: LISTENING → STANDBY (Timeout after 15.2s)
2025-07-17 08:39:36 | INFO     | TalkyBot.WAKE   | Wake word 'alexa_v0.1' detected! (score: 0.841)
2025-07-17 08:39:36 | INFO     | TalkyBot.MAIN   | State: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 0.841))
2025-07-17 08:39:36 | INFO     | TalkyBot        | STATE: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 0.841))
2025-07-17 08:39:51 | INFO     | TalkyBot.MAIN   | State: LISTENING → STANDBY (Timeout after 15.1s)
2025-07-17 08:39:51 | INFO     | TalkyBot        | STATE: LISTENING → STANDBY (Timeout after 15.1s)
2025-07-17 08:39:51 | INFO     | TalkyBot.MAIN   | Conversation timed out - system returned to STANDBY
2025-07-17 08:39:51 | INFO     | TalkyBot.WAKE   | Wake word 'alexa_v0.1' detected! (score: 0.928)
2025-07-17 08:39:51 | INFO     | TalkyBot.MAIN   | State: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 0.928))
2025-07-17 08:39:51 | INFO     | TalkyBot        | STATE: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 0.928))
2025-07-17 08:39:55 | DEBUG    | TalkyBot.MAIN   | System status: LISTENING (active for 4.0s)
2025-07-17 08:40:06 | INFO     | TalkyBot.MAIN   | State: LISTENING → STANDBY (Timeout after 15.0s)
2025-07-17 08:40:06 | INFO     | TalkyBot        | STATE: LISTENING → STANDBY (Timeout after 15.0s)
2025-07-17 08:40:06 | INFO     | TalkyBot.MAIN   | Conversation timed out - system returned to STANDBY
2025-07-17 08:40:06 | INFO     | TalkyBot.WAKE   | Wake word 'alexa_v0.1' detected! (score: 0.928)
2025-07-17 08:40:06 | INFO     | TalkyBot.MAIN   | State: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 0.928))
2025-07-17 08:40:06 | INFO     | TalkyBot        | STATE: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 0.928))
2025-07-17 08:40:17 | INFO     | TalkyBot.MAIN   | Received signal 2
2025-07-17 08:40:17 | INFO     | TalkyBot.MAIN   | ============================================================
2025-07-17 08:40:17 | INFO     | TalkyBot.MAIN   | Stopping TalkyBot System...
2025-07-17 08:40:17 | INFO     | TalkyBot.MAIN   | ============================================================
2025-07-17 08:40:17 | INFO     | TalkyBot.MAIN   | Stopping VAD thread...
2025-07-17 08:40:17 | INFO     | TalkyBot.MAIN   | Stopping STT thread...
2025-07-17 08:40:17 | INFO     | TalkyBot.MAIN   | Stopping TTS thread...
2025-07-17 08:40:17 | INFO     | TalkyBot.MAIN   | Stopping Wake Word thread...
2025-07-17 08:40:17 | ERROR    | TalkyBot.MAIN   | Error during shutdown: 'Model' object has no attribute 'cleanup'
2025-07-17 08:40:17 | INFO     | TalkyBot.MAIN   | TalkyBot System stopped cleanly
2025-07-17 08:40:17 | INFO     | TalkyBot        | SYSTEM: Shutting down logging system
2025-07-17 08:43:24 | INFO     | TalkyBot        | ============================================================
2025-07-17 08:43:24 | INFO     | TalkyBot        | TalkyBot Logging System Initialized
2025-07-17 08:43:24 | INFO     | TalkyBot        | Log file: /Users/loantruong/Documents/Robotic/TalkyBot/TalkyBot.log
2025-07-17 08:43:24 | INFO     | TalkyBot        | ============================================================
2025-07-17 08:43:29 | INFO     | TalkyBot.MAIN   | TalkyBot System initialized successfully
2025-07-17 08:43:29 | INFO     | TalkyBot.MAIN   | ============================================================
2025-07-17 08:43:29 | INFO     | TalkyBot.MAIN   | Starting TalkyBot System...
2025-07-17 08:43:29 | INFO     | TalkyBot.MAIN   | ============================================================
2025-07-17 08:43:29 | INFO     | TalkyBot.MAIN   | Starting Wake Word thread...
2025-07-17 08:43:29 | INFO     | TalkyBot.WAKE   | Wake Word Thread started - Listening for 'Alexa'
2025-07-17 08:43:29 | INFO     | TalkyBot.MAIN   | Starting TTS thread...
2025-07-17 08:43:29 | INFO     | TalkyBot.TTS    | TTS Thread started
2025-07-17 08:43:29 | INFO     | TalkyBot.MAIN   | Starting STT + Brain thread...
2025-07-17 08:43:29 | INFO     | TalkyBot.STT    | Starting STT + Chatbot thread...
2025-07-17 08:43:29 | INFO     | TalkyBot.MAIN   | Starting VAD thread...
2025-07-17 08:43:29 | INFO     | TalkyBot.VAD    | VAD Thread started
2025-07-17 08:43:29 | INFO     | TalkyBot.MAIN   | All threads started successfully!
2025-07-17 08:43:29 | INFO     | TalkyBot.MAIN   | System ready - Say 'Alexa' to wake up
2025-07-17 08:43:29 | INFO     | TalkyBot.MAIN   | Sleep commands: bye bye, goodbye, go to sleep, etc.
2025-07-17 08:43:35 | INFO     | TalkyBot.WAKE   | Wake word 'alexa_v0.1' detected! (score: 0.498)
2025-07-17 08:43:35 | INFO     | TalkyBot.MAIN   | State: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 0.498))
2025-07-17 08:43:35 | INFO     | TalkyBot        | STATE: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 0.498))
2025-07-17 08:43:50 | INFO     | TalkyBot.MAIN   | State: LISTENING → STANDBY (Timeout after 15.2s)
2025-07-17 08:43:50 | INFO     | TalkyBot        | STATE: LISTENING → STANDBY (Timeout after 15.2s)
2025-07-17 08:43:50 | INFO     | TalkyBot.WAKE   | Wake word 'alexa_v0.1' detected! (score: 0.498)
2025-07-17 08:43:50 | INFO     | TalkyBot.MAIN   | State: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 0.498))
2025-07-17 08:43:50 | INFO     | TalkyBot        | STATE: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 0.498))
2025-07-17 08:43:59 | DEBUG    | TalkyBot.MAIN   | System status: LISTENING (active for 8.7s)
2025-07-17 08:44:05 | INFO     | TalkyBot.MAIN   | State: LISTENING → STANDBY (Timeout after 15.2s)
2025-07-17 08:44:05 | INFO     | TalkyBot        | STATE: LISTENING → STANDBY (Timeout after 15.2s)
2025-07-17 08:44:05 | INFO     | TalkyBot.WAKE   | Wake word 'alexa_v0.1' detected! (score: 0.498)
2025-07-17 08:44:05 | INFO     | TalkyBot.MAIN   | State: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 0.498))
2025-07-17 08:44:05 | INFO     | TalkyBot        | STATE: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 0.498))
2025-07-17 08:44:20 | INFO     | TalkyBot.MAIN   | State: LISTENING → STANDBY (Timeout after 15.2s)
2025-07-17 08:44:20 | INFO     | TalkyBot        | STATE: LISTENING → STANDBY (Timeout after 15.2s)
2025-07-17 08:44:20 | INFO     | TalkyBot.WAKE   | Wake word 'alexa_v0.1' detected! (score: 1.000)
2025-07-17 08:44:20 | INFO     | TalkyBot.MAIN   | State: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 1.000))
2025-07-17 08:44:20 | INFO     | TalkyBot        | STATE: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 1.000))
2025-07-17 08:44:29 | DEBUG    | TalkyBot.MAIN   | System status: LISTENING (active for 8.3s)
2025-07-17 08:44:36 | INFO     | TalkyBot.MAIN   | State: LISTENING → STANDBY (Timeout after 15.2s)
2025-07-17 08:44:36 | INFO     | TalkyBot        | STATE: LISTENING → STANDBY (Timeout after 15.2s)
2025-07-17 08:44:36 | INFO     | TalkyBot.WAKE   | Wake word 'alexa_v0.1' detected! (score: 1.000)
2025-07-17 08:44:36 | INFO     | TalkyBot.MAIN   | State: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 1.000))
2025-07-17 08:44:36 | INFO     | TalkyBot        | STATE: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 1.000))
2025-07-17 08:44:50 | INFO     | TalkyBot.MAIN   | Received signal 15
2025-07-17 08:44:50 | INFO     | TalkyBot.MAIN   | ============================================================
2025-07-17 08:44:50 | INFO     | TalkyBot.MAIN   | Stopping TalkyBot System...
2025-07-17 08:44:50 | INFO     | TalkyBot.MAIN   | ============================================================
2025-07-17 08:44:50 | INFO     | TalkyBot.MAIN   | Stopping VAD thread...
2025-07-17 08:44:50 | INFO     | TalkyBot.MAIN   | Stopping STT thread...
2025-07-17 08:44:50 | INFO     | TalkyBot.MAIN   | Stopping TTS thread...
2025-07-17 08:44:50 | INFO     | TalkyBot.MAIN   | Stopping Wake Word thread...
2025-07-17 08:44:50 | ERROR    | TalkyBot.MAIN   | Error during shutdown: 'Model' object has no attribute 'cleanup'
2025-07-17 08:44:50 | INFO     | TalkyBot.MAIN   | TalkyBot System stopped cleanly
2025-07-17 08:44:50 | INFO     | TalkyBot        | SYSTEM: Shutting down logging system
2025-07-17 08:45:15 | INFO     | TalkyBot        | ============================================================
2025-07-17 08:45:15 | INFO     | TalkyBot        | TalkyBot Logging System Initialized
2025-07-17 08:45:15 | INFO     | TalkyBot        | Log file: /Users/loantruong/Documents/Robotic/TalkyBot/TalkyBot.log
2025-07-17 08:45:15 | INFO     | TalkyBot        | ============================================================
2025-07-17 08:45:19 | INFO     | TalkyBot.MAIN   | TalkyBot System initialized successfully
2025-07-17 08:45:19 | INFO     | TalkyBot.MAIN   | ============================================================
2025-07-17 08:45:19 | INFO     | TalkyBot.MAIN   | Starting TalkyBot System...
2025-07-17 08:45:19 | INFO     | TalkyBot.MAIN   | ============================================================
2025-07-17 08:45:19 | INFO     | TalkyBot.MAIN   | Starting Wake Word thread...
2025-07-17 08:45:19 | INFO     | TalkyBot.WAKE   | Wake Word Thread started - Listening for 'Alexa'
2025-07-17 08:45:19 | INFO     | TalkyBot.MAIN   | Starting TTS thread...
2025-07-17 08:45:19 | INFO     | TalkyBot.TTS    | TTS Thread started
2025-07-17 08:45:19 | INFO     | TalkyBot.MAIN   | Starting STT + Brain thread...
2025-07-17 08:45:19 | INFO     | TalkyBot.STT    | Starting STT + Chatbot thread...
2025-07-17 08:45:19 | INFO     | TalkyBot.MAIN   | Starting VAD thread...
2025-07-17 08:45:19 | INFO     | TalkyBot.VAD    | VAD Thread started
2025-07-17 08:45:19 | INFO     | TalkyBot.MAIN   | All threads started successfully!
2025-07-17 08:45:19 | INFO     | TalkyBot.MAIN   | System ready - Say 'Alexa' to wake up
2025-07-17 08:45:19 | INFO     | TalkyBot.MAIN   | Sleep commands: bye bye, goodbye, go to sleep, etc.
2025-07-17 08:45:20 | DEBUG    | TalkyBot.MAIN   | Speech ended
2025-07-17 08:45:20 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0041, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:20 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0049, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:21 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0046, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:22 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0043, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:22 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0043, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:23 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0044, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:23 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0043, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:24 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0045, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:25 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0046, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:25 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0045, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:26 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0043, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:26 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0043, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:27 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0043, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:28 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0044, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:28 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0044, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:29 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0045, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:29 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0044, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:30 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0044, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:31 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0045, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:31 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0045, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:32 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0044, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:32 | INFO     | TalkyBot        | ============================================================
2025-07-17 08:45:32 | INFO     | TalkyBot        | TalkyBot Logging System Initialized
2025-07-17 08:45:32 | INFO     | TalkyBot        | Log file: /Users/loantruong/Documents/Robotic/TalkyBot/TalkyBot.log
2025-07-17 08:45:32 | INFO     | TalkyBot        | ============================================================
2025-07-17 08:45:32 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0044, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:33 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0044, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:34 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0045, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:34 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0045, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:35 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0046, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:35 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0048, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:36 | INFO     | TalkyBot.MAIN   | TalkyBot System initialized successfully
2025-07-17 08:45:36 | INFO     | TalkyBot.MAIN   | ============================================================
2025-07-17 08:45:36 | INFO     | TalkyBot.MAIN   | Starting TalkyBot System...
2025-07-17 08:45:36 | INFO     | TalkyBot.MAIN   | ============================================================
2025-07-17 08:45:36 | INFO     | TalkyBot.MAIN   | Starting Wake Word thread...
2025-07-17 08:45:36 | INFO     | TalkyBot.WAKE   | Wake Word Thread started - Listening for 'Alexa'
2025-07-17 08:45:36 | INFO     | TalkyBot.MAIN   | Starting TTS thread...
2025-07-17 08:45:36 | INFO     | TalkyBot.TTS    | TTS Thread started
2025-07-17 08:45:36 | INFO     | TalkyBot.MAIN   | Starting STT + Brain thread...
2025-07-17 08:45:36 | INFO     | TalkyBot.STT    | Starting STT + Chatbot thread...
2025-07-17 08:45:36 | INFO     | TalkyBot.MAIN   | Starting VAD thread...
2025-07-17 08:45:36 | INFO     | TalkyBot.VAD    | VAD Thread started
2025-07-17 08:45:36 | INFO     | TalkyBot.MAIN   | All threads started successfully!
2025-07-17 08:45:36 | INFO     | TalkyBot.MAIN   | System ready - Say 'Alexa' to wake up
2025-07-17 08:45:36 | INFO     | TalkyBot.MAIN   | Sleep commands: bye bye, goodbye, go to sleep, etc.
2025-07-17 08:45:36 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0051, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:37 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0052, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:37 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0052, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:38 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0048, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:38 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0047, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:39 | INFO     | TalkyBot.VAD    | Speech started! (audio_level: 0.0146)
2025-07-17 08:45:39 | DEBUG    | TalkyBot.VAD    | Speech started - Duration: 0.0s
2025-07-17 08:45:39 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 0.0s
2025-07-17 08:45:39 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 0.1s
2025-07-17 08:45:39 | INFO     | TalkyBot.WAKE   | Wake word 'alexa_v0.1' detected! (score: 0.311)
2025-07-17 08:45:39 | INFO     | TalkyBot.MAIN   | State: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 0.311))
2025-07-17 08:45:39 | INFO     | TalkyBot        | STATE: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 0.311))
2025-07-17 08:45:39 | INFO     | TalkyBot.WAKE   | Wake word 'alexa_v0.1' detected! (score: 0.921)
2025-07-17 08:45:39 | INFO     | TalkyBot.MAIN   | State: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 0.921))
2025-07-17 08:45:39 | INFO     | TalkyBot        | STATE: STANDBY → LISTENING (Wake word 'alexa_v0.1' detected (score: 0.921))
2025-07-17 08:45:39 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 0.4s
2025-07-17 08:45:39 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0248, Speech detected: True, Threshold: 0.3
2025-07-17 08:45:39 | DEBUG    | TalkyBot.VAD    | Sent audio frame to STT queue (queue size: 1)
2025-07-17 08:45:39 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 0.7s
2025-07-17 08:45:40 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 1.0s
2025-07-17 08:45:40 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0248, Speech detected: True, Threshold: 0.3
2025-07-17 08:45:40 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 1.4s
2025-07-17 08:45:40 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 1.6s
2025-07-17 08:45:40 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0205, Speech detected: True, Threshold: 0.3
2025-07-17 08:45:40 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 1.9s
2025-07-17 08:45:41 | INFO     | TalkyBot.VAD    | Speech ended after 2.2s
2025-07-17 08:45:41 | DEBUG    | TalkyBot.VAD    | Speech ended
2025-07-17 08:45:41 | DEBUG    | TalkyBot.MAIN   | Speech ended
2025-07-17 08:45:41 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0046, Speech detected: False, Threshold: 0.3
2025-07-17 08:45:41 | INFO     | TalkyBot.VAD    | Speech started! (audio_level: 0.0086)
2025-07-17 08:45:41 | DEBUG    | TalkyBot.VAD    | Speech started - Duration: 0.0s
2025-07-17 08:45:41 | INFO     | TalkyBot.MAIN   | State: LISTENING → PROCESSING (Speech detected)
2025-07-17 08:45:41 | INFO     | TalkyBot        | STATE: LISTENING → PROCESSING (Speech detected)
2025-07-17 08:45:41 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 0.0s
2025-07-17 08:45:41 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 0.1s
2025-07-17 08:45:41 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0138, Speech detected: True, Threshold: 0.3
2025-07-17 08:45:42 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 0.4s
2025-07-17 08:45:42 | DEBUG    | TalkyBot.STT    | Partial: 'you'
2025-07-17 08:45:42 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 0.7s
2025-07-17 08:45:42 | DEBUG    | TalkyBot.STT    | Partial: 'you hear me'
2025-07-17 08:45:42 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0235, Speech detected: True, Threshold: 0.3
2025-07-17 08:45:42 | DEBUG    | TalkyBot.VAD    | Sent audio frame to STT queue (queue size: 1)
2025-07-17 08:45:42 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 1.0s
2025-07-17 08:45:43 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 1.3s
2025-07-17 08:45:43 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0235, Speech detected: True, Threshold: 0.3
2025-07-17 08:45:43 | INFO     | TalkyBot.STT    | Final result: 'you hear me'
2025-07-17 08:45:43 | DEBUG    | TalkyBot.STT    | Generating chatbot response...
2025-07-17 08:45:43 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 1.6s
2025-07-17 08:45:43 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 1.9s
2025-07-17 08:45:43 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0077, Speech detected: True, Threshold: 0.3
2025-07-17 08:45:43 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 2.2s
2025-07-17 08:45:44 | DEBUG    | TalkyBot.VAD    | Sent audio frame to STT queue (queue size: 37)
2025-07-17 08:45:44 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 2.5s
2025-07-17 08:45:44 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0244, Speech detected: True, Threshold: 0.3
2025-07-17 08:45:44 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 2.8s
2025-07-17 08:45:44 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 3.1s
2025-07-17 08:45:44 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0245, Speech detected: True, Threshold: 0.3
2025-07-17 08:45:45 | INFO     | TalkyBot.STT    | Bot response: i don ' t know if i ' m ready for it , but i hope it doesn ' t happen to me .
2025-07-17 08:45:45 | INFO     | TalkyBot.MAIN   | Chatbot response: i don ' t know if i ' m ready for it , but i hope ...
2025-07-17 08:45:45 | DEBUG    | TalkyBot.TTS    | Added to TTS queue: 'i don ' t know if i ' m ready for it , but i hope ...'
2025-07-17 08:45:45 | INFO     | TalkyBot.MAIN   | State: PROCESSING → SPEAKING (Speaking: 'i don ' t know if i ' m ready ...')
2025-07-17 08:45:45 | INFO     | TalkyBot        | STATE: PROCESSING → SPEAKING (Speaking: 'i don ' t know if i ' m ready ...')
2025-07-17 08:45:45 | INFO     | TalkyBot.TTS    | Speaking: i don ' t know if i ' m ready for it , but i hope it doesn ' t happen to me .
2025-07-17 08:45:45 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 3.4s
2025-07-17 08:45:45 | DEBUG    | TalkyBot.STT    | Partial: 'i'
2025-07-17 08:45:45 | DEBUG    | TalkyBot.STT    | Partial: 'alexa'
2025-07-17 08:45:45 | INFO     | TalkyBot.STT    | Final result: 'alexa'
2025-07-17 08:45:45 | DEBUG    | TalkyBot.STT    | Generating chatbot response...
2025-07-17 08:45:45 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 3.7s
2025-07-17 08:45:45 | INFO     | TalkyBot.VAD    | VAD Debug - Audio level: 0.0224, Speech detected: True, Threshold: 0.3
2025-07-17 08:45:45 | DEBUG    | TalkyBot.VAD    | Sent audio frame to STT queue (queue size: 23)
2025-07-17 08:45:45 | DEBUG    | TalkyBot.MAIN   | Speech detected - Duration: 4.0s
